Brand,Title,Category,Price,Count,Quantity,Unit,Image Link,Url,About the Product,Other Product Info,EAN Code
fresho!,"fresho! Tomato - Hybrid, Organically Grown (Loose), 1 kg",fruits & vegetables -> organic fruits & vegetables,77,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/50000557-2_1-fresho-tomato-hybrid-organically-grown.jpg', 'https://www.bigbasket.com/media/uploads/p/l/50000557-4_1-fresho-tomato-hybrid-organically-grown.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/50000557_6-fresho-tomato-hybrid-organically-grown.jpg']",https://www.bigbasket.com/pd/50000557/fresho-tomato-hybrid-organically-grown-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=26&t_s=Tomato+-+Hybrid%252C+Organically+Grown+%2528Loose%2529,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.","EAN Code: 50000557  Country of origin: India  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, 
Off 100 Feet Road Indiranagar
Landmark: Above HDFC Bank
Bangalore, Karnataka 560071  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email: customerservice@bigbasket.com",50000557
fresho!,"fresho! Mallika Mango, 1 kg",fruits & vegetables -> fresh fruits,144,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/10000304-2_2-fresho-mallika-mango.jpg', 'https://www.bigbasket.com/media/uploads/p/l/10000304-4_2-fresho-mallika-mango.jpg', 'https://www.bigbasket.com/media/uploads/p/l/10000304-6_1-fresho-mallika-mango.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/10000304_5-fresho-mallika-mango.jpg']",https://www.bigbasket.com/pd/10000304/fresho-mallika-mango-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=45&t_s=Mallika+Mango,"In India, the Mallika mango is celebrated for its exceptional sweetness and aromatic flavour. Cultivated primarily in regions like Andhra Pradesh and Karnataka, this hybrid variety is renowned for its juicy, fibreless flesh and vibrant orange-yellow hue. Named after the famous classical dancer Mallika Sarabhai, it embodies elegance and richness, much like its namesake. Mallika mangoes are a seasonal delight during the summer months, cherished for their refreshing taste and versatility in desserts, juices, and chutneys. Rich in vitamins A and C, they not only satisfy the palate but also offer a nutritious boost, embodying India's love for tropical fruits and culinary excellence. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1246/mango-mousse/.Carbide is not used in the ripening process of the mangoes.","EAN Code: 10000304Country of origin: IndiaBest before 3 days from delivery dateDisclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date.  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email: customerservice@bigbasket.com",10000304
fresho!,"fresho! Grapes - Black Seedless, 500 g",fruits & vegetables -> exotic fruits & veggies,110,1,,pc,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40229414_1-fresho-grapes-black-imported.jpg']",https://www.bigbasket.com/pd/40229414/fresho-grapes-black-imported-500-g/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=46&t_s=Grapes+-+Black+Seedless,"Fresho Black Grapes are Velvety coloured, deliciously sweet and juicy grapes that are individually handpicked every day by our farmers and handled by very few, keeping the freshness intact. These are organically grown black grapes from the best farms.","EAN Code: 402294140001  Country of origin: India  Manufacturer & Marketed by: Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071 FSSAI Number :10015042002228 Best before 2 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",4.02294E+11
fresho!,"fresho! Chilli - Green Long, Medium (Loose), 1 kg",fruits & vegetables -> herbs & seasonings,123,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/10000333-2_1-fresho-chilli-green-long-medium.jpg', 'https://www.bigbasket.com/media/uploads/p/l/10000333-4_1-fresho-chilli-green-long-medium.jpg', 'https://www.bigbasket.com/media/uploads/p/l/10000333_14-fresho-chilli-green-long-medium.jpg']",https://www.bigbasket.com/pd/10000333/fresho-chilli-green-long-medium-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=16&t_s=Chilli+-+Green+Long%252C+Medium+%2528Loose%2529,Green chillis are the best kitchen ingredient to bring a dash of spiciness to recipes. The fresh flavour and sharp bite make them a must in almost all Indian dishes. This particular green chilli variety is big.,"EAN Code: 100003330  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, 
Off 100 Feet Road Indiranagar
Landmark: Above HDFC Bank
Bangalore, Karnataka 560071  Country of Origin: India  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email: customerservice@bigbasket.com",100003330
fresho!,"fresho! Avocado (Loose), 1 kg",fruits & vegetables -> exotic fruits & veggies,202,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/10000312-2_2-fresho-avocado.jpg', 'https://www.bigbasket.com/media/uploads/p/l/10000312-4_1-fresho-avocado.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/10000312_20-fresho-avocado.jpg']",https://www.bigbasket.com/pd/10000312/fresho-avocado-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=21&t_s=Avocado+%2528Loose%2529,"Avocados are oval shaped fruits with a thick green and a bumpy, leathery outer skin. They have a unique-texture, with a creamy and light green coloured flesh that has a buttery flavour and special aroma. Avocados are also known as an alligator pear or butter fruit. Fresho avocados delivered to you, will not just entice your taste buds but will also ensure your well being.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2205/chatpate-green-noodles/  Ripe Avocados turn dark brown or Black in colour. Any small black spots on the fruit is due to abrasion during harvesting or handling and does not affect the quality of the fruit","EAN Code: 10000312  Country of origin: India  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, 

Off 100 Feet Road Indiranagar

Landmark: Above HDFC Bank

Bangalore, Karnataka 560071  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email: customerservice@bigbasket.com",10000312
fresho!,"fresho! Broad Beans - Diced, 200 g",fruits & vegetables -> cuts & sprouts,41,1,,pc,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40005765_9-fresho-broad-beans-diced.jpg']",https://www.bigbasket.com/pd/40005765/fresho-broad-beans-diced-200-g/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=10&t_s=Broad+Beans+-+Diced,"Fresh broad beans have a delicious earthy flavour that fits well with winter cooking.
They have kidney shaped curves that are tender and generally consumed with the pods. 
We deliver them fresh and diced, making your preparations less messy and much easy.","EAN Code: 40005765  Country of origin: India  Sourced & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071  FSSAI Number: 10019043002767

 Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com",40005765
fresho!,"fresho! Kakdi (Loose), 1 kg",fruits & vegetables -> fresh vegetables,59,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/40071218-2_1-fresho-kakdi.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40071218-4_1-fresho-kakdi.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40071218_3-fresho-kakdi.jpg']",https://www.bigbasket.com/pd/40071218/fresho-kakdi-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=11&t_s=Kakdi+%2528Loose%2529,"Cucmber Kakdi is tendor, soft with light green colour outer skin. It is approx 25 to 30 inch in size, known as Queen of cucumbers. During Summer it provides refreshing salad suppliment.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/","EAN Code: 40071218  Country of origin: India  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, 

Off 100 Feet Road Indiranagar

Landmark: Above HDFC Bank

Bangalore, Karnataka 560071  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",40071218
fresho!,"fresho! Plum - Imported, 4 pcs",fruits & vegetables -> fresh fruits,214,1,4,pcs,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40083738_1-fresho-plum-imported.jpg']",https://www.bigbasket.com/pd/40083738/fresho-plum-imported-4-pcs/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=35&t_s=Plum+-+Imported,"resho is our brand of fresh fruits and vegetables which are individually handpicked everyday by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient dense, healthy and delicious produce reaches your doorstep. We guarantee the quality of all Fresho products. If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund.

Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability. Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/","EAN Code: 40083738  Country of origin: Spain, Italy  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. | Email: customerservice@bigbasket.com",40083738
fresho!,"fresho! Strawberry, 200 g",fruits & vegetables -> exotic fruits & veggies,44,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/10000263-2_8-fresho-strawberry.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/10000263_12-fresho-strawberry.jpg']",https://www.bigbasket.com/pd/10000263/fresho-strawberry-200-g/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=22&t_s=Strawberry,"Extremely juicy and syrupy, these conical heart shaped fruits have seeds on the skin that give them a unique texture. With a blend of sweet-tart flavour, these are everyone's favourite berries. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/970/strawberry-cheesecake/","EAN Code: 1000026300  Country of origin: India  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road,


Off 100 Feet Road Indiranagar


Landmark: Above HDFC Bank


Bangalore, Karnataka 560071  Best before 3 days from delivery date  For queries call 1860 123 1000",1000026300
fresho!,"fresho! Mint Leaves - Cleaned, without roots, 1 kg",fruits & vegetables -> fresh vegetables,103,1,1,kg,"['https://www.bigbasket.com/media/uploads/p/l/10000329-2_4-fresho-mint-leaves-cleaned-without-roots.jpg', 'https://www.bigbasket.com/media/uploads/p/l/10000329-4_1-fresho-mint-leaves-cleaned-without-roots.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/10000329_15-fresho-mint-leaves-cleaned-without-roots.jpg']",https://www.bigbasket.com/pd/10000329/fresho-mint-leaves-cleaned-without-roots-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=2&t_s=Mint+Leaves+-+Cleaned%252C+without+roots,"Mint leaves are tender herbs with gentle stems and have a distinct pleasant aroma, pleasing taste, cool after-sensation, and medicinal qualities.
They are best used raw or added at the end of cooking in order to maintain their delicate flavor and texture.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/810/honey-mint-lemonade/","EAN Code: 100003290  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, 

Off 100 Feet Road Indiranagar

Landmark: Above HDFC Bank

Bangalore, Karnataka 560071  Country of Origin: India  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email: customerservice@bigbasket.com",100003290
fresho!,"fresho! Amaranthus - Green Cleaned, without roots, 1 Kg",fruits & vegetables -> fresh vegetables,151,1,1,Kg,"['https://www.bigbasket.com/media/uploads/p/l/10000324-2_1-fresho-amaranthus-green-cleaned-without-roots.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/10000324/fresho-amaranthus-green-cleaned-without-roots-1-kg/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=19&t_s=Amaranthus+-+Green+Cleaned%252C+without+roots,"A highly nutritious leafy vegetable, Amaranthus is also known as Chinese spinach. They are available in light purple, green or a bicolour of the two.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1109/thotakura-vadiyalu-curry/","EAN Code: 10000324  Sourced & Marketed by: Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, 
Off 100 Feet Road Indiranagar
Landmark: Above HDFC Bank
Bangalore, Karnataka 560071  Country of Origin: India  Best before 3 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email: customerservice@bigbasket.com",10000324
Hoovu Fresh,"Hoovu Fresh Rose Mola/String, 40 cm","fruits & vegetables -> flower bouquets, bunches",92,1,,pc,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40222660_1-hoovu-fresh-rose-molastring.jpg']",https://www.bigbasket.com/pd/40222660/hoovu-fresh-rose-molastring-40-cm/?nc=cl-prod-list&t_pos_sec=2&t_pos_item=32&t_s=Rose+Mola%252FString,"Rose Mola/String make the diety look very beautiful. You can garland your favourite deity with these flowers. Use it during morning or evening pooja time.Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.","EAN Code: 40222660  Country Of Origin: India  Manufacturer Name and Address: Bigbasket Innovative Retail Concept Pvt. Ltd  FSSAI Number:10015042002228  Best before 7 days from delivery date  For Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com",40222660
